query_drug,similar_drug,similarity
DB06800,DB06230,0.4794520547945205
DB06800,DB00497,0.4520547945205479
DB06800,DB00327,0.4305555555555556
DB06800,DB11691,0.3673469387755102
DB06800,DB00844,0.3670886075949367
DB06800,DB01548,0.3448275862068966
DB06802,DB00963,0.625
DB06802,DB01878,0.40625
DB06802,DB08652,0.37209302325581395
DB06802,DB03644,0.358974358974359
DB06802,DB04166,0.35135135135135137
DB06802,DB01750,0.34146341463414637
DB06802,DB08371,0.3409090909090909
DB06802,DB02054,0.3333333333333333
DB06802,DB08060,0.3333333333333333
DB06802,DB07122,0.32608695652173914
DB06808,DB01063,0.7818181818181819
DB06808,DB01621,0.6875
DB06808,DB01038,0.639344262295082
DB06808,DB01614,0.5932203389830508
DB06808,DB00850,0.5409836065573771
DB06808,DB00623,0.5396825396825397
DB06808,DB01608,0.5230769230769231
DB06808,DB00433,0.5
DB06808,DB00831,0.5
DB06808,DB12710,0.5
DB06809,DB09069,0.38095238095238093
DB06809,DB03189,0.3333333333333333
DB06809,DB07156,0.30357142857142855
DB06809,DB12110,0.3
DB06809,DB07736,0.2962962962962963
DB06809,DB07737,0.2857142857142857
DB06809,DB11642,0.2826086956521739
DB06809,DB04859,0.2786885245901639
DB06809,DB07110,0.275
DB06809,DB04707,0.27450980392156865
DB06813,DB08878,0.6811594202898551
DB06813,DB00563,0.6527777777777778
DB06813,DB06178,0.49411764705882355
DB06813,DB00158,0.4625
DB06813,DB02026,0.4166666666666667
DB06813,DB02540,0.40476190476190477
DB06813,DB04264,0.40476190476190477
DB06813,DB03541,0.3888888888888889
DB06813,DB02358,0.38271604938271603
DB06813,DB02031,0.3707865168539326
DB06814,DB01454,0.5416666666666666
DB06814,DB01064,0.5319148936170213
DB06814,DB01288,0.4807692307692308
DB06814,DB01509,0.46938775510204084
DB06814,DB01274,0.4603174603174603
DB06814,DB00983,0.4603174603174603
DB06814,DB00668,0.4583333333333333
DB06814,DB02154,0.4230769230769231
DB06814,DB11541,0.4074074074074074
DB06814,DB01102,0.39655172413793105
DB06815,DB11327,0.48
DB06815,DB03329,0.25925925925925924
DB06815,DB04858,0.24242424242424243
DB06815,DB00733,0.23529411764705882
DB06815,DB02746,0.23076923076923078
DB06815,DB02232,0.21739130434782608
DB06815,DB01665,0.21428571428571427
DB06815,DB03255,0.20833333333333334
DB06815,DB06728,0.20833333333333334
DB06815,DB02252,0.20833333333333334
DB06819,DB04051,0.8695652173913043
DB06819,DB02024,0.7391304347826086
DB06819,DB08050,0.6923076923076923
DB06819,DB02434,0.5161290322580645
DB06819,DB03897,0.5
DB06819,DB03471,0.5
DB06819,DB04410,0.5
DB06819,DB02740,0.4857142857142857
DB06819,DB08161,0.48484848484848486
DB06819,DB03210,0.4827586206896552
DB06820,DB07705,0.6153846153846154
DB06820,DB01127,0.6153846153846154
DB06820,DB01110,0.5272727272727272
DB06820,DB08943,0.5087719298245614
DB06820,DB01007,0.47540983606557374
DB06820,DB00639,0.46551724137931033
DB06820,DB01153,0.43283582089552236
DB06820,DB02617,0.38095238095238093
DB06820,DB06914,0.3728813559322034
DB06820,DB00239,0.359375
DB06821,DB00359,0.6216216216216216
DB06821,DB00664,0.5581395348837209
DB06821,DB01382,0.5454545454545454
DB06821,DB01582,0.5365853658536586
DB06821,DB01581,0.5348837209302325
DB06821,DB01299,0.5217391304347826
DB06821,DB00891,0.5
DB06821,DB06147,0.45454545454545453
DB06821,DB00576,0.4444444444444444
DB06821,DB01015,0.4444444444444444
DB06824,DB00127,0.6
DB06824,DB03566,0.5625
DB06824,DB15643,0.5
DB06824,DB01917,0.38461538461538464
DB06824,DB03854,0.35714285714285715
DB06824,DB03260,0.35714285714285715
DB06824,DB01143,0.3333333333333333
DB06824,DB03639,0.3181818181818182
DB06824,DB08838,0.30434782608695654
DB06824,DB03659,0.29411764705882354
DB06825,DB00666,0.9322033898305084
DB06825,DB06788,0.813953488372093
DB06825,DB00014,0.6170212765957447
DB06825,DB11724,0.5694444444444444
DB06825,DB12755,0.5454545454545454
DB06825,DB16146,0.5359477124183006
DB06825,DB04931,0.5294117647058824
DB06825,DB05479,0.5225806451612903
DB06825,DB01284,0.5031055900621118
DB06825,DB00050,0.4726027397260274
DB06827,DB00314,0.5588235294117647
DB06827,DB09099,0.24812030075187969
DB06827,DB04649,0.23214285714285715
DB06827,DB03574,0.22105263157894736
DB06827,DB06791,0.2
DB06827,DB12088,0.19852941176470587
DB06827,DB01111,0.19696969696969696
DB06827,DB12292,0.19696969696969696
DB06827,DB08323,0.1956521739130435
DB06827,DB01747,0.19090909090909092
DB06828,DB01811,0.35
DB06828,DB04532,0.34210526315789475
DB06828,DB03052,0.3018867924528302
DB06828,DB12432,0.2835820895522388
DB06828,DB04289,0.2786885245901639
DB06828,DB07206,0.2777777777777778
DB06828,DB04001,0.2641509433962264
DB06828,DB12746,0.26229508196721313
DB06828,DB07993,0.25396825396825395
DB06828,DB09128,0.2535211267605634
DB06829,DB07289,0.6666666666666666
DB06829,DB07130,0.6111111111111112
DB06829,DB07197,0.5344827586206896
DB06829,DB07298,0.359375
DB06829,DB07038,0.32786885245901637
DB06829,DB07192,0.28
DB06829,DB00473,0.2753623188405797
DB06829,DB08256,0.26229508196721313
DB06829,DB04213,0.2608695652173913
DB06829,DB07155,0.25
DB06830,DB07873,1.0
DB06830,DB06931,1.0
DB06830,DB11620,0.6296296296296297
DB06830,DB00710,0.6129032258064516
DB06830,DB00630,0.5555555555555556
DB06830,DB00282,0.48148148148148145
DB06830,DB08222,0.41935483870967744
DB06830,DB08529,0.4117647058823529
DB06830,DB03999,0.4074074074074074
DB06830,DB02641,0.39285714285714285
DB06831,DB11952,0.40963855421686746
DB06831,DB09054,0.39080459770114945
DB06831,DB07855,0.27631578947368424
DB06831,DB07854,0.2631578947368421
DB06831,DB15295,0.25773195876288657
DB06831,DB15407,0.25263157894736843
DB06831,DB16137,0.25
DB06831,DB16938,0.24719101123595505
DB06831,DB02402,0.24675324675324675
DB06831,DB16879,0.24468085106382978
DB06832,DB06875,0.3103448275862069
DB06832,DB07009,0.27586206896551724
DB06832,DB09151,0.27419354838709675
DB06832,DB11644,0.25
DB06832,DB00861,0.24561403508771928
DB06832,DB07198,0.2413793103448276
DB06832,DB15584,0.23728813559322035
DB06832,DB14969,0.23728813559322035
DB06832,DB04216,0.23333333333333334
DB06832,DB12888,0.23076923076923078
DB06833,DB03086,0.2923076923076923
DB06833,DB06555,0.2894736842105263
DB06833,DB04873,0.27631578947368424
DB06833,DB07123,0.27419354838709675
DB06833,DB00904,0.2676056338028169
DB06833,DB04951,0.2641509433962264
DB06833,DB07061,0.2638888888888889
DB06833,DB12827,0.26229508196721313
DB06833,DB01754,0.25925925925925924
DB06833,DB00889,0.2463768115942029
DB06834,DB16227,0.28865979381443296
DB06834,DB12566,0.2823529411764706
DB06834,DB08440,0.2753623188405797
DB06834,DB01772,0.2727272727272727
DB06834,DB00549,0.26
DB06834,DB15124,0.25555555555555554
DB06834,DB16236,0.25287356321839083
DB06834,DB09330,0.25
DB06834,DB06486,0.25
DB06834,DB08590,0.24468085106382978
DB06835,DB07136,0.8947368421052632
DB06835,DB06921,0.7627118644067796
DB06835,DB07269,0.640625
DB06835,DB07157,0.4583333333333333
DB06835,DB07182,0.4084507042253521
DB06835,DB07448,0.3283582089552239
DB06835,DB08506,0.323943661971831
DB06835,DB00573,0.30158730158730157
DB06835,DB03012,0.30158730158730157
DB06835,DB02062,0.29333333333333333
DB06836,DB12015,0.32142857142857145
DB06836,DB08776,0.30303030303030304
DB06836,DB00819,0.3
DB06836,DB03693,0.29850746268656714
DB06836,DB07572,0.2916666666666667
DB06836,DB04407,0.2638888888888889
DB06836,DB08359,0.26153846153846155
DB06836,DB07997,0.2608695652173913
DB06836,DB07312,0.2608695652173913
DB06836,DB07321,0.25882352941176473
DB06837,DB08040,0.4032258064516129
DB06837,DB03552,0.3389830508474576
DB06837,DB08403,0.32857142857142857
DB06837,DB08489,0.2988505747126437
DB06837,DB06274,0.2976190476190476
DB06837,DB07506,0.2711864406779661
DB06837,DB08626,0.26153846153846155
DB06837,DB07926,0.2597402597402597
DB06837,DB02255,0.25925925925925924
DB06837,DB01252,0.2571428571428571
DB06838,DB00120,0.6333333333333333
DB06838,DB02556,0.6333333333333333
DB06838,DB04029,0.6129032258064516
DB06838,DB00168,0.6
DB06838,DB08374,0.5588235294117647
DB06838,DB14754,0.5277777777777778
DB06838,DB07913,0.5142857142857142
DB06838,DB04639,0.5142857142857142
DB06838,DB02148,0.5135135135135135
DB06838,DB08371,0.4864864864864865
DB06840,DB00123,0.3333333333333333
DB06840,DB02045,0.3333333333333333
DB06840,DB03252,0.3333333333333333
DB06840,DB03659,0.2962962962962963
DB06840,DB01917,0.2916666666666667
DB06840,DB03260,0.28
DB06840,DB03854,0.28
DB06840,DB03639,0.2727272727272727
DB06840,DB00129,0.2647058823529412
DB06840,DB02088,0.25
DB06841,DB07660,0.45121951219512196
DB06841,DB04092,0.45
DB06841,DB06886,0.45
DB06841,DB04772,0.4482758620689655
DB06841,DB07658,0.4457831325301205
DB06841,DB07659,0.44047619047619047
DB06841,DB07143,0.4383561643835616
DB06841,DB06919,0.43037974683544306
DB06841,DB07005,0.4074074074074074
DB06841,DB04697,0.3979591836734694
DB06842,DB01647,0.39344262295081966
DB06842,DB04200,0.32786885245901637
DB06842,DB00565,0.323943661971831
DB06842,DB04208,0.3148148148148148
DB06842,DB12226,0.3137254901960784
DB06842,DB07431,0.31343283582089554
DB06842,DB11650,0.30666666666666664
DB06842,DB01113,0.3050847457627119
DB06842,DB11324,0.30158730158730157
DB06842,DB01954,0.296875
DB06843,DB03222,0.546875
DB06843,DB02189,0.53125
DB06843,DB01812,0.5238095238095238
DB06843,DB07170,0.5172413793103449
DB06843,DB02098,0.515625
DB06843,DB00131,0.5
DB06843,DB01860,0.5
DB06843,DB03126,0.4935064935064935
DB06843,DB01842,0.4925373134328358
DB06843,DB02573,0.48717948717948717
DB06844,DB00891,0.4098360655737705
DB06844,DB00795,0.32894736842105265
DB06844,DB18307,0.3253012048192771
DB06844,DB00359,0.296875
DB06844,DB08125,0.27710843373493976
DB06844,DB08123,0.26744186046511625
DB06844,DB06933,0.2619047619047619
DB06844,DB06147,0.2608695652173913
DB06844,DB01298,0.23684210526315788
DB06844,DB00559,0.23655913978494625
DB06845,DB06853,0.98
DB06845,DB06858,0.98
DB06845,DB06850,0.98
DB06845,DB07088,0.7368421052631579
DB06845,DB07091,0.7241379310344828
DB06845,DB07095,0.7192982456140351
DB06845,DB06929,0.7142857142857143
DB06845,DB07131,0.7068965517241379
DB06845,DB06942,0.6779661016949152
DB06845,DB06936,0.6779661016949152
DB06847,DB07140,0.6666666666666666
DB06847,DB07144,0.5737704918032787
DB06847,DB07141,0.5573770491803278
DB06847,DB07142,0.55
DB06847,DB07153,0.41935483870967744
DB06847,DB08317,0.38596491228070173
DB06847,DB03753,0.31746031746031744
DB06847,DB08234,0.3142857142857143
DB06847,DB04655,0.3
DB06847,DB02427,0.29577464788732394
DB06848,DB06962,0.5633802816901409
DB06848,DB06849,0.5588235294117647
DB06848,DB08750,0.27710843373493976
DB06848,DB17052,0.2736842105263158
DB06848,DB04764,0.26506024096385544
DB06848,DB08685,0.24615384615384617
DB06848,DB16987,0.24390243902439024
DB06848,DB07123,0.24324324324324326
DB06848,DB00496,0.2413793103448276
DB06848,DB18214,0.23958333333333334
DB06849,DB06962,0.5909090909090909
DB06849,DB06848,0.5588235294117647
DB06849,DB12582,0.3283582089552239
DB06849,DB18313,0.3018867924528302
DB06849,DB02450,0.2727272727272727
DB06849,DB04764,0.2692307692307692
DB06849,DB08750,0.26582278481012656
DB06849,DB02466,0.2608695652173913
DB06849,DB00496,0.25925925925925924
DB06849,DB07486,0.25609756097560976
DB06850,DB06858,1.0
DB06850,DB06853,1.0
DB06850,DB06845,0.98
DB06850,DB07091,0.7413793103448276
DB06850,DB07131,0.7241379310344828
DB06850,DB07088,0.7241379310344828
DB06850,DB07095,0.7068965517241379
DB06850,DB06929,0.7017543859649122
DB06850,DB06936,0.6666666666666666
DB06850,DB06942,0.6666666666666666
DB06851,DB08535,0.44
DB06851,DB04761,0.42857142857142855
DB06851,DB06983,0.4230769230769231
DB06851,DB07281,0.42105263157894735
DB06851,DB08539,0.4074074074074074
DB06851,DB08532,0.39622641509433965
DB06851,DB07284,0.391304347826087
DB06851,DB00884,0.375
DB06851,DB12715,0.36363636363636365
DB06851,DB01996,0.34375
DB06852,DB05586,0.3611111111111111
DB06852,DB07202,0.32894736842105265
DB06852,DB19277,0.3194444444444444
DB06852,DB11726,0.3076923076923077
DB06852,DB05928,0.3058823529411765
DB06852,DB07959,0.30303030303030304
DB06852,DB02191,0.3013698630136986
DB06852,DB08065,0.26865671641791045
DB06852,DB11978,0.26666666666666666
DB06852,DB13978,0.2631578947368421
DB06853,DB06858,1.0
DB06853,DB06850,1.0
DB06853,DB06845,0.98
DB06853,DB07091,0.7413793103448276
DB06853,DB07131,0.7241379310344828
DB06853,DB07088,0.7241379310344828
DB06853,DB07095,0.7068965517241379
DB06853,DB06929,0.7017543859649122
DB06853,DB06936,0.6666666666666666
DB06853,DB06942,0.6666666666666666
DB06855,DB02989,0.7966101694915254
DB06855,DB03555,0.6323529411764706
DB06855,DB04470,0.5072463768115942
DB06855,DB02366,0.48484848484848486
DB06855,DB06856,0.4342105263157895
DB06855,DB01725,0.417910447761194
DB06855,DB03016,0.34782608695652173
DB06855,DB02084,0.3448275862068966
DB06855,DB04246,0.33766233766233766
DB06855,DB02287,0.3235294117647059
DB06856,DB03555,0.7272727272727273
DB06856,DB01771,0.4444444444444444
DB06856,DB06855,0.4342105263157895
DB06856,DB03173,0.4246575342465753
DB06856,DB03865,0.38028169014084506
DB06856,DB06918,0.35294117647058826
DB06856,DB08184,0.35294117647058826
DB06856,DB02989,0.345679012345679
DB06856,DB02526,0.325
DB06856,DB07076,0.3116883116883117
DB06857,DB07212,0.3230769230769231
DB06857,DB08828,0.3188405797101449
DB06857,DB04336,0.3148148148148148
DB06857,DB06666,0.3037974683544304
DB06857,DB11155,0.3018867924528302
DB06857,DB02398,0.29508196721311475
DB06857,DB06956,0.29411764705882354
DB06857,DB12314,0.29310344827586204
DB06857,DB01977,0.29310344827586204
DB06857,DB07074,0.2916666666666667
DB06858,DB06853,1.0
DB06858,DB06850,1.0
DB06858,DB06845,0.98
DB06858,DB07091,0.7413793103448276
DB06858,DB07131,0.7241379310344828
DB06858,DB07088,0.7241379310344828
DB06858,DB07095,0.7068965517241379
DB06858,DB06929,0.7017543859649122
DB06858,DB06936,0.6666666666666666
DB06858,DB06942,0.6666666666666666
DB06859,DB16893,0.2777777777777778
DB06859,DB08344,0.26744186046511625
DB06859,DB02016,0.25
DB06859,DB01833,0.25
DB06859,DB03808,0.23809523809523808
DB06859,DB00738,0.23809523809523808
DB06859,DB07076,0.2375
DB06859,DB12094,0.22666666666666666
DB06859,DB18788,0.2261904761904762
DB06859,DB08697,0.2261904761904762
DB06860,DB07511,0.5106382978723404
DB06860,DB07507,0.4339622641509434
DB06860,DB19193,0.4
DB06860,DB03722,0.28
DB06860,DB11833,0.27419354838709675
DB06860,DB07468,0.27419354838709675
DB06860,DB07971,0.25925925925925924
DB06860,DB00524,0.25757575757575757
DB06860,DB01825,0.24528301886792453
DB06860,DB08069,0.24528301886792453
DB06861,DB06901,0.5526315789473685
DB06861,DB06865,0.31746031746031744
DB06861,DB06866,0.2898550724637681
DB06861,DB08120,0.24444444444444444
DB06861,DB08109,0.22727272727272727
DB06861,DB03134,0.22727272727272727
DB06861,DB03974,0.22448979591836735
DB06861,DB00770,0.2153846153846154
DB06861,DB01715,0.2127659574468085
DB06861,DB00130,0.20930232558139536
DB06862,DB03124,0.46551724137931033
DB06862,DB00244,0.4
DB06862,DB01250,0.3902439024390244
DB06862,DB00795,0.38596491228070173
DB06862,DB08484,0.375
DB06862,DB18405,0.3584905660377358
DB06862,DB01014,0.35185185185185186
DB06862,DB07732,0.34615384615384615
DB06862,DB00936,0.3333333333333333
DB06862,DB00861,0.32653061224489793
DB06864,DB02124,0.42105263157894735
DB06864,DB02251,0.325
DB06864,DB08981,0.3170731707317073
DB06864,DB08060,0.30952380952380953
DB06864,DB00139,0.3
DB06864,DB04560,0.2727272727272727
DB06864,DB08647,0.26785714285714285
DB06864,DB08845,0.2571428571428571
DB06864,DB02239,0.2571428571428571
DB06864,DB02024,0.2564102564102564
DB06865,DB06866,0.6307692307692307
DB06865,DB06861,0.31746031746031744
DB06865,DB08275,0.2608695652173913
DB06865,DB00135,0.2542372881355932
DB06865,DB06837,0.24691358024691357
DB06865,DB03897,0.24561403508771928
DB06865,DB07888,0.24285714285714285
DB06865,DB03380,0.23333333333333334
DB06865,DB12109,0.2318840579710145
DB06865,DB07896,0.22807017543859648
DB06866,DB06865,0.6307692307692307
DB06866,DB15446,0.3076923076923077
DB06866,DB03073,0.3064516129032258
DB06866,DB07874,0.2987012987012987
DB06866,DB07519,0.2962962962962963
DB06866,DB04010,0.29333333333333333
DB06866,DB07245,0.2916666666666667
DB06866,DB06861,0.2898550724637681
DB06866,DB07976,0.2875
DB06866,DB12220,0.275
DB06867,DB02343,1.0
DB06867,DB08357,1.0
DB06867,DB03556,0.6875
DB06867,DB07344,0.6875
DB06867,DB02249,0.5625
DB06867,DB02935,0.4666666666666667
DB06867,DB02078,0.4666666666666667
DB06867,DB02580,0.4666666666666667
DB06867,DB03394,0.375
DB06867,DB02327,0.375
DB06868,DB06911,0.7
DB06868,DB06878,0.6666666666666666
DB06868,DB06936,0.639344262295082
DB06868,DB06919,0.6290322580645161
DB06868,DB07190,0.609375
DB06868,DB07133,0.5074626865671642
DB06868,DB06942,0.4925373134328358
DB06868,DB06929,0.49230769230769234
DB06868,DB07027,0.4852941176470588
DB06868,DB07143,0.47619047619047616
DB06869,DB06878,0.49333333333333335
DB06869,DB07190,0.47435897435897434
DB06869,DB06911,0.46153846153846156
DB06869,DB06919,0.44871794871794873
DB06869,DB06947,0.4050632911392405
DB06869,DB06868,0.4
DB06869,DB07143,0.4
DB06869,DB07133,0.3950617283950617
DB06869,DB07083,0.38461538461538464
DB06869,DB06996,0.3780487804878049
DB06870,DB11619,0.7454545454545455
DB06870,DB02998,0.6296296296296297
DB06870,DB09123,0.46875
DB06870,DB13857,0.43548387096774194
DB06870,DB12637,0.38961038961038963
DB06870,DB08867,0.35526315789473684
DB06870,DB06680,0.35
DB06870,DB00834,0.34615384615384615
DB06870,DB16221,0.34177215189873417
DB06870,DB11971,0.3375
DB06871,DB03515,0.6326530612244898
DB06871,DB02187,0.3442622950819672
DB06871,DB00655,0.3389830508474576
DB06871,DB00977,0.3387096774193548
DB06871,DB07661,0.32608695652173914
DB06871,DB12235,0.3220338983050847
DB06871,DB00783,0.31666666666666665
DB06871,DB04573,0.3114754098360656
DB06871,DB07702,0.3114754098360656
DB06871,DB15690,0.30158730158730157
DB06872,DB07437,0.6041666666666666
DB06872,DB06873,0.4915254237288136
DB06872,DB07439,0.390625
DB06872,DB02818,0.2857142857142857
DB06872,DB02966,0.2857142857142857
DB06872,DB04000,0.2857142857142857
DB06872,DB04485,0.25806451612903225
DB06872,DB00557,0.25396825396825395
DB06872,DB02495,0.2537313432835821
DB06872,DB11323,0.25
DB06873,DB07437,0.74
DB06873,DB07439,0.7068965517241379
DB06873,DB06872,0.4915254237288136
DB06873,DB00600,0.3148148148148148
DB06873,DB17063,0.2875
DB06873,DB07099,0.2857142857142857
DB06873,DB03788,0.28169014084507044
DB06873,DB04000,0.28125
DB06873,DB07513,0.28
DB06873,DB07525,0.2753623188405797
DB06875,DB07119,0.4
DB06875,DB07198,0.3333333333333333
DB06875,DB07236,0.3137254901960784
DB06875,DB06832,0.3103448275862069
DB06875,DB07661,0.29545454545454547
DB06875,DB14969,0.2777777777777778
DB06875,DB09151,0.2711864406779661
DB06875,DB08773,0.2708333333333333
DB06875,DB06871,0.26666666666666666
DB06875,DB07795,0.25
DB06876,DB08191,0.40298507462686567
DB06876,DB12289,0.35443037974683544
DB06876,DB07000,0.35294117647058826
DB06876,DB04739,0.3488372093023256
DB06876,DB00619,0.34444444444444444
DB06876,DB08350,0.34177215189873417
DB06876,DB03878,0.34177215189873417
DB06876,DB07186,0.3372093023255814
DB06876,DB11526,0.32608695652173914
DB06876,DB07837,0.3246753246753247
DB06877,DB07010,0.5
DB06877,DB07264,0.44776119402985076
DB06877,DB07942,0.34615384615384615
DB06877,DB07829,0.34
DB06877,DB08350,0.3333333333333333
DB06877,DB08191,0.3103448275862069
DB06877,DB07803,0.30612244897959184
DB06877,DB03753,0.30357142857142855
DB06877,DB01489,0.29850746268656714
DB06877,DB13930,0.28378378378378377
DB06878,DB06911,0.8214285714285714
DB06878,DB06919,0.8035714285714286
DB06878,DB07190,0.7758620689655172
DB06878,DB06868,0.6666666666666666
DB06878,DB07133,0.6557377049180327
DB06878,DB06947,0.65
DB06878,DB07143,0.631578947368421
DB06878,DB07027,0.6290322580645161
DB06878,DB07005,0.5454545454545454
DB06878,DB06996,0.5303030303030303
DB06879,DB07405,0.3780487804878049
DB06879,DB08750,0.32926829268292684
DB06879,DB16936,0.24444444444444444
DB06879,DB19033,0.2391304347826087
DB06879,DB06962,0.2127659574468085
DB06879,DB07002,0.2111111111111111
DB06879,DB08788,0.2111111111111111
DB06879,DB13094,0.20652173913043478
DB06879,DB12960,0.2037037037037037
DB06879,DB06992,0.20224719101123595
DB06880,DB07356,0.7209302325581395
DB06880,DB07542,0.25862068965517243
DB06880,DB06182,0.2545454545454545
DB06880,DB06939,0.25396825396825395
DB06880,DB06869,0.25
DB06880,DB01884,0.25
DB06880,DB04278,0.25
DB06880,DB02884,0.24489795918367346
DB06880,DB08740,0.24074074074074073
DB06880,DB01197,0.23214285714285715
DB06881,DB03568,0.3448275862068966
DB06881,DB03248,0.3333333333333333
DB06881,DB03822,0.3225806451612903
DB06881,DB02726,0.30303030303030304
DB06881,DB02907,0.30303030303030304
DB06881,DB08222,0.2972972972972973
DB06881,DB07912,0.2972972972972973
DB06881,DB01819,0.29411764705882354
DB06881,DB08367,0.2916666666666667
DB06881,DB02121,0.2903225806451613
DB06882,DB06883,0.7272727272727273
DB06882,DB01807,0.5245901639344263
DB06882,DB03044,0.45569620253164556
DB06882,DB13005,0.4117647058823529
DB06882,DB02277,0.38095238095238093
DB06882,DB16294,0.30851063829787234
DB06882,DB07212,0.273972602739726
DB06882,DB08758,0.26865671641791045
DB06882,DB12744,0.26744186046511625
DB06882,DB08440,0.25757575757575757
DB06883,DB06882,0.7272727272727273
DB06883,DB01807,0.6923076923076923
DB06883,DB02277,0.4909090909090909
DB06883,DB03044,0.3924050632911392
DB06883,DB07496,0.37777777777777777
DB06883,DB13005,0.36904761904761907
DB06883,DB16294,0.3111111111111111
DB06883,DB04452,0.3
DB06883,DB11521,0.29508196721311475
DB06883,DB02054,0.29411764705882354
DB06884,DB01168,0.5
DB06884,DB00867,0.3695652173913043
DB06884,DB07931,0.3684210526315789
DB06884,DB01247,0.36
DB06884,DB14212,0.358974358974359
DB06884,DB11541,0.3541666666666667
DB06884,DB09352,0.35
DB06884,DB00522,0.34545454545454546
DB06884,DB04818,0.3409090909090909
DB06884,DB04820,0.33962264150943394
DB06886,DB04033,0.7368421052631579
DB06886,DB05714,0.56
DB06886,DB04092,0.5211267605633803
DB06886,DB07400,0.5
DB06886,DB07571,0.4852941176470588
DB06886,DB01989,0.47191011235955055
DB06886,DB07143,0.4696969696969697
DB06886,DB00584,0.4647887323943662
DB06886,DB07219,0.45
DB06886,DB06841,0.45
DB06887,DB07719,1.0
DB06887,DB08549,0.7
DB06887,DB07068,0.3194444444444444
DB06887,DB06989,0.2923076923076923
DB06887,DB08678,0.2857142857142857
DB06887,DB07013,0.2716049382716049
DB06887,DB14210,0.25609756097560976
DB06887,DB07048,0.25
DB06887,DB03207,0.25
DB06887,DB00881,0.25
DB06888,DB02191,0.23076923076923078
DB06888,DB02690,0.22535211267605634
DB06888,DB06852,0.22340425531914893
DB06888,DB15949,0.22340425531914893
DB06888,DB12369,0.2159090909090909
DB06888,DB12061,0.21052631578947367
DB06888,DB01825,0.20833333333333334
DB06888,DB06477,0.20512820512820512
DB06888,DB01392,0.20430107526881722
DB06888,DB05928,0.20430107526881722
DB06889,DB08777,0.4339622641509434
DB06889,DB07055,0.2833333333333333
DB06889,DB14719,0.26865671641791045
DB06889,DB07865,0.2459016393442623
DB06889,DB07824,0.2222222222222222
DB06889,DB07917,0.21621621621621623
DB06889,DB12919,0.2153846153846154
DB06889,DB08032,0.21052631578947367
DB06889,DB06354,0.2054794520547945
DB06889,DB07398,0.19402985074626866
DB06890,DB00809,0.4489795918367347
DB06890,DB07568,0.41379310344827586
DB06890,DB07234,0.3958333333333333
DB06890,DB07560,0.38461538461538464
DB06890,DB07569,0.3620689655172414
DB06890,DB08756,0.36
DB06890,DB07496,0.35135135135135137
DB06890,DB03367,0.3333333333333333
DB06890,DB07288,0.32727272727272727
DB06890,DB03648,0.3220338983050847
DB06891,DB07050,0.5531914893617021
DB06891,DB00819,0.38
DB06891,DB00576,0.37735849056603776
DB06891,DB07632,0.3584905660377358
DB06891,DB06147,0.2857142857142857
DB06891,DB01144,0.28
DB06891,DB06370,0.25806451612903225
DB06891,DB02087,0.2553191489361702
DB06891,DB08765,0.24561403508771928
DB06891,DB01582,0.24561403508771928
DB06892,DB06061,0.3972602739726027
DB06892,DB07101,0.33783783783783783
DB06892,DB03115,0.3246753246753247
DB06892,DB07046,0.3076923076923077
DB06892,DB08208,0.30666666666666664
DB06892,DB12429,0.2948717948717949
DB06892,DB11967,0.27380952380952384
DB06892,DB14904,0.2727272727272727
DB06892,DB11689,0.25287356321839083
DB06892,DB05239,0.22988505747126436
DB06893,DB02776,1.0
DB06893,DB02643,0.6538461538461539
DB06893,DB07681,0.5652173913043478
DB06893,DB02035,0.5652173913043478
DB06893,DB03967,0.5
DB06893,DB06527,0.4782608695652174
DB06893,DB03635,0.47368421052631576
DB06893,DB00659,0.42857142857142855
DB06893,DB03143,0.4090909090909091
DB06893,DB12452,0.4090909090909091
DB06894,DB12452,1.0
DB06894,DB03143,1.0
DB06894,DB02210,0.6153846153846154
DB06894,DB01955,0.5384615384615384
DB06894,DB04233,0.5
DB06894,DB08249,0.5
DB06894,DB02415,0.4782608695652174
DB06894,DB04082,0.47619047619047616
DB06894,DB07611,0.4444444444444444
DB06894,DB04637,0.4444444444444444
DB06896,DB06997,0.5675675675675675
DB06896,DB12064,0.5
DB06896,DB12381,0.40425531914893614
DB06896,DB06995,0.34523809523809523
DB06896,DB12307,0.3434343434343434
DB06896,DB17525,0.3111111111111111
DB06896,DB15036,0.3106796116504854
DB06896,DB08875,0.3023255813953488
DB06896,DB15327,0.3
DB06896,DB08138,0.27848101265822783
DB06897,DB06963,0.3411764705882353
DB06897,DB13930,0.2808988764044944
DB06897,DB12558,0.27586206896551724
DB06897,DB01611,0.24705882352941178
DB06897,DB08980,0.24615384615384617
DB06897,DB14921,0.24324324324324326
DB06897,DB07236,0.23943661971830985
DB06897,DB07202,0.23170731707317074
DB06897,DB07234,0.22972972972972974
DB06897,DB01247,0.22666666666666666
DB06898,DB08398,0.7368421052631579
DB06898,DB03623,0.36
DB06898,DB07292,0.3181818181818182
DB06898,DB07119,0.2708333333333333
DB06898,DB14144,0.2702702702702703
DB06898,DB16056,0.2602739726027397
DB06898,DB08773,0.2553191489361702
DB06898,DB03729,0.2553191489361702
DB06898,DB07032,0.2553191489361702
DB06898,DB06401,0.2463768115942029
DB06899,DB07059,0.7058823529411765
DB06899,DB07174,0.4805194805194805
DB06899,DB07113,0.375
