0,1
c50281897,CCS(=O)(=O)c1ccc(CC(=O)Nc2cnc(OCc3ccccc3)c(Cl)c2)cc1
c50281902,CN1CCCC[C@@H]1CC=C1c2ccccc2Cc2ccccc12
c50281903,CN1CCCC[C@H]1\C=C\C1c2ccccc2Cc2ccccc12
c50281904,CN1CCCCC1C\C=C\C1c2ccccc2Cc2ccccc12
c50281905,CN1CCCCC1CCC=C1c2ccccc2Cc2ccccc12
c50281906,CN1CCCCC1\C=C\C1C2C=CC=CC2Oc2ccccc12
c50281907,CN1CCCC[C@H]1CC=C1c2ccccc2Cc2ccccc12
c50281908,CN1CCCCC1\C=C\c1c2ccccc2cc2ccccc12
c50281909,CN1CCCC[C@@H]1\C=C\C1c2ccccc2Cc2ccccc12
c50281913,OC(=O)CCc1ccccc1CN1CCCC1c1nc(co1)C(=O)NCCCCC1CCCCC1
c50281915,OC(=O)CCc1ccccc1C[C@H]1CCC[C@@H]1c1nc(co1)C(=O)NCc1ccc(Cl)cc1
c50281916,OC(=O)CCc1ccccc1CC1=C(CCCC1)c1nc(co1)C(=O)NCCc1ccc(Cl)cc1
c50281917,OC(=O)CCc1ccccc1C[C@@H]1CCC[C@H]1c1nc(co1)C(=O)NCc1ccc(Cl)cc1
c50281918,OC(=O)CCc1ccccc1C[C@@H]1CCC[C@@H]1c1nc(co1)C(=O)NCCCCC1CCCCC1
c50281919,OC(=O)CCc1ccccc1CC1CCC[C@H]1c1nc(co1)C(=O)NCCCCC1CCCCC1
c50281920,C\C(Cc1ccccc1CCC(O)=O)=C(/C)c1nc(co1)C(=O)NCCc1ccc(Cl)cc1
c50281921,OC(=O)CCc1ccccc1CC1OCOC1c1nc(co1)C(=O)NCCc1ccc(Cl)cc1
c50281922,OC(=O)CCc1ccccc1CC1COCOC1c1nc(co1)C(=O)NCCc1ccc(Cl)cc1
c50281988,O[C@@H]1CC(=C[C@@H](OP(O)([O-])=O)[C@H]1O)C(O)=O
c50281990,O[C@H]1[C@@H](CC(=C[C@H]1OP(O)([O-])=O)C([O-])=O)OC(=C)C([O-])=O
c50282113,CNCCCC[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=S)Nc1ccc(C2=C3C=CC(O)=CC3Oc3cc(O)ccc23)c(c1)C(O)=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(O)=O
c50282114,CC(C)C[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O
c50282115,C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCC[N+](C)(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=S)Nc1ccc(C2=C3C=CC(O)=CC3Oc3cc(O)ccc23)c(c1)C(O)=O)[C@@H](C)O)[C@@H](C)O)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(O)=O
c50282157,CC(C)N(C)CCCC[C@H](NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCCCC1
c50282158,Oc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc1cc(NC(=O)c1ccccc1)c2)c5O)S(O)(=O)=O)c4O)S(O)(=O)=O)c3O)S(O)(=O)=O
c50282159,CCN(CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCCCC1)C(=O)N[C@@H]([C@H](C)O)C(N)=O)C(C)C
c50282160,C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=S)Nc1ccc(C2=C3C=CC(O)=CC3Oc3cc(O)ccc23)c(c1)C(O)=O)[C@@H](C)O)[C@@H](C)O)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(O)=O
c50282161,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCC[N+](C)(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1)C(N)=O
c50282162,C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=S)Nc1ccc(C2=C3C=CC(O)=CC3Oc3cc(O)ccc23)c(c1)C(O)=O)[C@@H](C)O)[C@@H](C)O)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(O)=O
c50282163,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN(C)C(C)C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1)C(N)=O
c50282164,COC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCC[N+](C)(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CCC(N)=O
c50282165,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCC[N+](C)(C)C)NC(=O)[C@H](CO)NC(=O)C1CCCCC1)C(N)=O
c50282166,OC(=O)c1ccc(cc1)S(=O)(=O)Nc1cc2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc(c1)c2O)c5O)S(O)(=O)=O)c4O)S(O)(=O)=O)c3O)S(O)(=O)=O
c50282167,Oc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc1cc(c2)S(O)(=O)=O)c5O)S(O)(=O)=O)c4O)S(O)(=O)=O)c3O)S(O)(=O)=O
c50282168,COC(=O)CNC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCC[N+](C)(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC(=O)c1ccccc1)[C@@H](C)O
c50282170,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=S)Nc1ccc(C2=C3C=CC(O)=CC3Oc3cc(O)ccc23)c(c1)C(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(O)=O
c50282224,CN(Cc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(=O)c1c(OCCCC2CCN(CC2)C(=O)OC2(C)CC2)c2ccccc2n(C)c1=O
c50282577,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1[nH]c2c(OCCCCCNC(N)=N)cccc2c1CCCCCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(O)=O
c50282578,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1[nH]c2c(OCCCCCN)cccc2c1CCCCCCN)C(=O)N[C@@H](CC(C)C)C(O)=O
c50282580,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1[nH]c2c(OCCCCCNC(N)=N)cccc2c1CCCCCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(O)=O
c50282695,COC[C@H]1O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@@H](CCCC=C)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC
c50282696,COC[C@H]1O[C@](O)(CC[C@@H]1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@@H](CCCC=C)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC
c50282697,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H](CCCC=C)OC(=O)[C@@H]1CCCCN1C(=O)C(=O)[C@]1(O)OCCC[C@H]1C
c50282698,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H](CCCC=C)OC(=O)[C@@H]1CCCCN1C(=O)C(=O)[C@@]1(O)CCCCO1
c50283509,C[C@@H]1CCC(=O)C(CC=C)\C=C(C)\CCCOC(=O)OC(=O)C2CC[C@@H](O2)C(=O)C(=O)C(=O)OC(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]1CCc1cccnc1
c50283510,C[C@@H]1CCC(=O)C(CC=C)\C=C(C)\CCOC(=O)OC(=O)CCCCC(=O)C(=O)OC(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]1CCc1cccnc1
c50283511,C[C@@H]1CCC(=O)C(CC=C)\C=C(C)\CCOC(=O)OC(=O)C2CC[C@@H](O2)C(=O)C(=O)C(=O)OC(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]1CCc1cccnc1
c50283512,C[C@@H]1CCC(=O)C(CC=C)\C=C(C)\CCOC(=O)OC(=O)CCCC(=O)C(=O)OC(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]1CCc1cccnc1
c50283513,C[C@@H]1CCC(=O)C(CC=C)\C=C(C)\CCOC(=O)OC(=O)CCC(=O)C(=O)OC(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]1CCc1cccnc1
c50283514,C[C@@H]1CCC(=O)C(CC=C)\C=C(C)\CCOC(=O)OC(=O)C2CC[C@@](C)(O2)C(=O)C(=O)C(=O)OC(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]1CCc1cccnc1
c50283515,C[C@@H]1CCC(=O)C(CC=C)\C=C(C)\CCCOC(=O)OC(=O)C2CC[C@@](C)(O2)C(=O)C(=O)C(=O)OC(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]1CCc1cccnc1
c50283796,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(C)=O)[C@@H](C)O)C(O)=O
c50283797,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC1=O)[C@@H](C)O
c50284319,C[C@@H]1OC[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](\C=C\[C@H]3CCC[C@H](C)N3C)[C@@H]12
c50284320,C[C@H](O)[C@H]1[C@@H](CO)C[C@H]2CCCC[C@@H]2[C@H]1\C=C\[C@H]1CCC[C@H](C)N1C
c50284321,C[C@H](OC(C)=O)[C@H]1[C@@H](COC(C)=O)C[C@H]2CCCC[C@@H]2[C@H]1\C=C\[C@H]1CCC[C@H](C)N1C
c50284322,C[C@@H]1O[C@H](OC(C)=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](\C=C\[C@H]3CCC[C@H](C)N3C)[C@@H]12
c50284323,C[C@@H]1O[C@H](OC(=O)C(C)(C)C)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](\C=C\[C@H]3CCC[C@H](C)N3C)[C@@H]12
c50284324,C[C@@H]1O[C@H](O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](\C=C\[C@H]3CCC[C@H](C)N3C)[C@@H]12
c50284352,C\C=C1/O[C@@H]2CC(=O)N2[C@H]1C([O-])=O
c50284547,Cc1ncsc1\C=C\C(=O)NC(Cc1ccc(O)cc1)C(=O)OC(C)(C)C
c50285470,CCCC1N(C)C(=O)C[C@H](C)C[C@@H](CCS(=O)CCC(O)C(=O)N2CCC[C@H](C2)C(=O)O[C@H](CCc2cccnc2)[C@H](C)CCC1=O)OC
c50285471,CCC(C)C1N(C)C(=O)C[C@H](C)C[C@@H](CCSCCC(=O)C(=O)N2CCC[C@H](C2)C(=O)O[C@H](CCc2cccnc2)[C@H](C)CCC1=O)OC
c50285472,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)C[C@H](C)C[C@H](OC)[C@H](O)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
c50285473,CCCC1N(C)C(=O)C[C@H](C)C[C@@H](CCSCC(=O)C(=O)N2CCC[C@H](C2)C(=O)O[C@H](CCc2cccnc2)[C@H](C)CCC1=O)OC
c50285474,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)c2ocnc2[C@H](C)C[C@H](OC)[C@H](O)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)CC(O)[C@H]1C)OC
c50285623,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)N[C@@H](CC(O)=O)Cc1ccc(N)c(I)c1
c50285624,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)N[C@@H](CC(O)=O)Cc1ccc(N)cc1
c50285625,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)N[C@@H](CC(O)=O)Cc1ccc(N=[N+]=[N-])c(I)c1
c50285779,COc1cc(cc(OC)c1C)[C@@H](O)[C@@H](CC1Cc2ccccc2C1)Cn1ccc(CCC(O)=O)c1
c50286765,CC(C)C[C@H](N)C(=O)NS(=O)(=O)c1cccc(c1)-c1cccc(N)n1
c50286766,CC(C)C[C@H](N)C(=O)NS(=O)(=O)c1cccc(c1)-c1cc(C)nc(N)n1
c50286767,CC(C)C[C@H](N)C(=O)NS(=O)(=O)c1cccc(c1)-c1ccnc(N)c1
c50286768,CC(C)C[C@H](N)C(=O)NS(=O)(=O)c1ccc2ccccc2c1
c50286769,CC(C)C[C@H](N)C(=O)NS(=O)(=O)c1cccc(c1)-c1ccnc(N)n1
c50286770,CC(C)C[C@H](N)C(=O)NS(=O)(=O)c1cccc(c1)-c1ccccc1
c50286771,CC(C)C[C@H](N)C(=O)NS(=O)(=O)c1cccc(c1)-c1cc(C)ncn1
c50286772,CC(C)C[C@H](N)C(=O)NS(=O)(=O)c1ccccc1
c50286774,CC(C)C[C@H](N)C(=O)NS(=O)(=O)c1cccc(c1)-c1ccncc1
c50286775,CC(C)C[C@H](N)C(=O)NS(=O)(=O)c1cccc(c1)-c1cc(nc(N)n1)-c1ccccc1
c50287585,CC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)NO
c50287913,CC(C)C[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@](C)(CCCCCC\C=C/CCC[C@](C)(NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(C)=O)[C@@H](C)O
c50287964,C\C(\C=C\C1CC1(C)c1cc2c(cc1C)C(C)(C)CCC2(C)C)=C/C(O)=O
c50288284,COc1cc(N)c(I)cc1C(=O)NC1CN2CCC1CC2
c50288285,COc1c(I)cc(Cl)cc1C(=O)N[C@@H]1CN2CCC1CC2
c50288789,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CC2(COC2)C1
c50288790,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCC(CC1)C(N)=O
c50288791,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCC(N)CC1
c50288792,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCO[C@H](C)C1
c50288793,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCCC(C1)C(N)=O
c50288794,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCCCC1
c50288795,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCC(CC1)C#N
c50288796,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCS(=O)(=O)CC1
c50288797,COc1cc(ccc1N)-c1cnc2c(NC3CCOCC3)snc2c1
c50288798,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCNC(=O)C1
c50288799,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1C[C@@H](C)O[C@H](C)C1
c50288800,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1C[C@H](C)O[C@H](C)C1
c50288822,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCOC(C)(C)C1
c50288823,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCO[C@@H](C)C1
c50288824,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCOC(C)C1
c50288825,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCCOCC1
c50288826,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCC(F)(F)CC1
c50288827,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCOC[C@H]1C
c50288828,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CCOC[C@@H]1C
c50288829,COc1cc(ccc1N)-c1cnc2c(snc2c1)N1CC2CCC(C1)O2
c50288830,COc1ccccc1C(=O)Nc1nc2cc(ccc2s1)C(F)(F)F
c50288856,Nc1ccc(CC(NC(=O)c2ccc(cc2)S(N)(=O)=O)C(O)=O)cc1
c50288857,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NC(Cc1ccc(Cl)cc1)C(O)=O
c50288858,CC[C@H](C)[C@H](NC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288859,CSCC[C@@H](NC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288860,NC(=O)CC[C@H](NC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288861,CC(C)[C@H](NC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288862,CSCCC(NC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288863,C[C@@H](O)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288864,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(O)=O
c50288865,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NC(CCC(O)=O)C(O)=O
c50288866,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NC(Cc1ccc2ccccc2c1)C(O)=O
c50288867,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NC(CC(O)=O)C(O)=O
c50288868,NC(=N)NCCC[C@H](NC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288869,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCC(O)=O)C(O)=O
c50288870,CCCC[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288871,CC(C)(C)[C@H](NC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288872,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NC(Cc1ccc(cc1)[N+]([O-])=O)C(O)=O
c50288873,NS(=O)(=O)c1ccc(cc1)C(=O)N1CCCC1C(O)=O
c50288874,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NC(Cc1ccc(F)cc1)C(O)=O
c50288875,NS(=O)(=O)c1ccc(cc1)C(=O)NC(Cc1ccc2ccccc2c1)C(O)=O
c50288876,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(O)=O
c50288877,CCCC[C@H](NC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288878,NS(=O)(=O)c1ccc(cc1)C(=O)NC(Cc1ccc(Cl)cc1)C(O)=O
c50288879,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](CCC(O)=O)C(O)=O
c50288880,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccc(Cl)cc1)C(O)=O
c50288881,NC(=O)C[C@H](NC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288882,CC(C)(C)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288883,NC(=N)NCCC[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288884,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccc(cc1)[N+]([O-])=O)C(O)=O
c50288885,C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288886,CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288887,C[C@H](NC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288888,COc1ccc(C[C@H](NC(=O)CNC(=O)CNC(=O)c2ccc(cc2)S(N)(=O)=O)C(O)=O)cc1
c50288889,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(O)=O
c50288890,CCC(C)C(NC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288891,CC(C)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288892,CCCCC(NC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288893,NC(=O)CC(NC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288894,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(O)=O
c50288895,CSCC[C@@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288896,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NC(CO)C(O)=O
c50288897,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)N1CCCC1C(O)=O
c50288898,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccc(F)cc1)C(O)=O
c50288899,Nc1ccc(C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c2ccc(cc2)S(N)(=O)=O)C(O)=O)cc1
c50288900,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O
c50288901,NC(=O)C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288902,CC(C)C(NC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288903,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(O)=O
c50288904,Nc1ccc(C[C@H](NC(=O)CNC(=O)CNC(=O)c2ccc(cc2)S(N)(=O)=O)C(O)=O)cc1
c50288905,COc1ccc(C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c2ccc(cc2)S(N)(=O)=O)C(O)=O)cc1
c50288906,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(O)=O
c50288907,CC(O)C(NC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288908,NC(=O)CC[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288909,NS(=O)(=O)c1ccc(cc1)C(=O)NC(Cc1ccc(cc1)[N+]([O-])=O)C(O)=O
c50288910,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccc(Cl)cc1)C(O)=O
c50288911,NC(=N)NCCCC(NC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288912,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NC(Cc1ccc2ccccc2c1)C(O)=O
c50288913,CCCCC(NC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288914,NS(=O)(=O)c1ccc(cc1)C(=O)NC(Cc1ccc(F)cc1)C(O)=O
c50288915,CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288916,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](CC(O)=O)C(O)=O
c50288917,CC[C@H](C)[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288918,CC(C)CC(NC(=O)CNC(=O)c1ccc(cc1)S(N)(=O)=O)C(O)=O
c50288919,NS(=O)(=O)c1ccc(cc1)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccc(F)cc1)C(O)=O
c50288920,Nc1ccc(CC(NC(=O)CNC(=O)c2ccc(cc2)S(N)(=O)=O)C(O)=O)cc1
